coupleid,personid,time,time7c,gender,female,male,reldis,wrkstrs,wrkstrsc,wrkstrscb,wrkstrscw
15,29,9,-.214285714285714,1,1,0,3.42,3,.00952380000000019,-.0380952476190474,.0476190476190476
15,29,10,-.0714285714285714,1,1,0,4.23,3,.00952380000000019,-.0380952476190474,.0476190476190476
15,29,11,.0714285714285714,1,1,0,3.55,3,.00952380000000019,-.0380952476190474,.0476190476190476
15,29,12,.214285714285714,1,1,0,4.92,2,-.9904762,-.0380952476190474,-.952380952380952
15,29,13,.357142857142857,1,1,0,4.84,2,-.9904762,-.0380952476190474,-.952380952380952
15,29,14,.5,1,1,0,6.22,4,1.0095238,-.0380952476190474,1.04761904761905
15,29,15,.642857142857143,1,1,0,3.62,3,.00952380000000019,-.0380952476190474,.0476190476190476
15,29,16,.785714285714286,1,1,0,4.87,3,.00952380000000019,-.0380952476190474,.0476190476190476
15,29,17,.928571428571429,1,1,0,4.38,4,1.0095238,-.0380952476190474,1.04761904761905
15,29,18,1.07142857142857,1,1,0,3.21,2,-.9904762,-.0380952476190474,-.952380952380952
15,29,19,1.21428571428571,1,1,0,6.65,3,.00952380000000019,-.0380952476190474,.0476190476190476
15,29,20,1.35714285714286,1,1,0,4.65,1,-1.9904762,-.0380952476190474,-1.95238095238095
15,30,0,-1.5,0,0,1,5.98,3,.00952380000000019,.00952380000000019,0
15,30,1,-1.35714285714286,0,0,1,5.95,4,1.0095238,.00952380000000019,1
15,30,2,-1.21428571428571,0,0,1,5.71,4,1.0095238,.00952380000000019,1
15,30,3,-1.07142857142857,0,0,1,5.17,3,.00952380000000019,.00952380000000019,0
15,30,4,-.928571428571429,0,0,1,4.61,3,.00952380000000019,.00952380000000019,0
15,30,5,-.785714285714286,0,0,1,4.66,4,1.0095238,.00952380000000019,1
15,30,6,-.642857142857143,0,0,1,6.54,4,1.0095238,.00952380000000019,1
15,30,7,-.5,0,0,1,5.39,2,-.9904762,.00952380000000019,-1
15,30,8,-.357142857142857,0,0,1,4.93,3,.00952380000000019,.00952380000000019,0
15,30,9,-.214285714285714,0,0,1,5.56,2,-.9904762,.00952380000000019,-1
15,30,10,-.0714285714285714,0,0,1,6.73,5,2.0095238,.00952380000000019,2
15,30,11,.0714285714285714,0,0,1,5.86,3,.00952380000000019,.00952380000000019,0
15,30,12,.214285714285714,0,0,1,7.94,4,1.0095238,.00952380000000019,1
15,30,13,.357142857142857,0,0,1,6.65,2,-.9904762,.00952380000000019,-1
15,30,14,.5,0,0,1,4.76,3,.00952380000000019,.00952380000000019,0
15,30,15,.642857142857143,0,0,1,5.98,3,.00952380000000019,.00952380000000019,0
15,30,16,.785714285714286,0,0,1,5.55,1,-1.9904762,.00952380000000019,-2
15,30,17,.928571428571429,0,0,1,6.04,2,-.9904762,.00952380000000019,-1
15,30,18,1.07142857142857,0,0,1,4.43,1,-1.9904762,.00952380000000019,-2
15,30,19,1.21428571428571,0,0,1,5.83,4,1.0095238,.00952380000000019,1
15,30,20,1.35714285714286,0,0,1,4.84,3,.00952380000000019,.00952380000000019,0
16,31,0,-1.5,1,1,0,2.47,3,.00952380000000019,-.133333342857143,.142857142857143
16,31,1,-1.35714285714286,1,1,0,2.52,3,.00952380000000019,-.133333342857143,.142857142857143
16,31,2,-1.21428571428571,1,1,0,4.59,2,-.9904762,-.133333342857143,-.857142857142857
16,31,3,-1.07142857142857,1,1,0,3.5,3,.00952380000000019,-.133333342857143,.142857142857143
16,31,4,-.928571428571429,1,1,0,2.82,4,1.0095238,-.133333342857143,1.14285714285714
16,31,5,-.785714285714286,1,1,0,3.01,3,.00952380000000019,-.133333342857143,.142857142857143
16,31,6,-.642857142857143,1,1,0,3.72,2,-.9904762,-.133333342857143,-.857142857142857
16,31,7,-.5,1,1,0,3,3,.00952380000000019,-.133333342857143,.142857142857143
16,31,8,-.357142857142857,1,1,0,3.66,4,1.0095238,-.133333342857143,1.14285714285714
16,31,9,-.214285714285714,1,1,0,4.24,2,-.9904762,-.133333342857143,-.857142857142857
16,31,10,-.0714285714285714,1,1,0,4.34,2,-.9904762,-.133333342857143,-.857142857142857
16,31,11,.0714285714285714,1,1,0,3.72,3,.00952380000000019,-.133333342857143,.142857142857143
16,31,12,.214285714285714,1,1,0,4.54,4,1.0095238,-.133333342857143,1.14285714285714
16,31,13,.357142857142857,1,1,0,4.27,4,1.0095238,-.133333342857143,1.14285714285714
16,31,14,.5,1,1,0,3.97,1,-1.9904762,-.133333342857143,-1.85714285714286
16,31,15,.642857142857143,1,1,0,5.13,4,1.0095238,-.133333342857143,1.14285714285714
16,31,16,.785714285714286,1,1,0,4.84,1,-1.9904762,-.133333342857143,-1.85714285714286
16,31,17,.928571428571429,1,1,0,4.2,3,.00952380000000019,-.133333342857143,.142857142857143
16,31,18,1.07142857142857,1,1,0,3.96,3,.00952380000000019,-.133333342857143,.142857142857143
16,31,19,1.21428571428571,1,1,0,3.37,3,.00952380000000019,-.133333342857143,.142857142857143
16,31,20,1.35714285714286,1,1,0,4.11,3,.00952380000000019,-.133333342857143,.142857142857143
16,32,0,-1.5,0,0,1,5.63,4,1.0095238,.152380942857143,.857142857142857
16,32,1,-1.35714285714286,0,0,1,6.19,4,1.0095238,.152380942857143,.857142857142857
16,32,2,-1.21428571428571,0,0,1,5.77,2,-.9904762,.152380942857143,-1.14285714285714
16,32,3,-1.07142857142857,0,0,1,5.39,4,1.0095238,.152380942857143,.857142857142857
16,32,4,-.928571428571429,0,0,1,4.32,3,.00952380000000019,.152380942857143,-.142857142857143
16,32,5,-.785714285714286,0,0,1,5.45,2,-.9904762,.152380942857143,-1.14285714285714
16,32,6,-.642857142857143,0,0,1,4.86,2,-.9904762,.152380942857143,-1.14285714285714
16,32,7,-.5,0,0,1,5.04,3,.00952380000000019,.152380942857143,-.142857142857143
16,32,8,-.357142857142857,0,0,1,6.75,2,-.9904762,.152380942857143,-1.14285714285714
16,32,9,-.214285714285714,0,0,1,6.01,3,.00952380000000019,.152380942857143,-.142857142857143
16,32,10,-.0714285714285714,0,0,1,6.26,3,.00952380000000019,.152380942857143,-.142857142857143
16,32,11,.0714285714285714,0,0,1,4.81,3,.00952380000000019,.152380942857143,-.142857142857143
16,32,12,.214285714285714,0,0,1,6.74,3,.00952380000000019,.152380942857143,-.142857142857143
16,32,13,.357142857142857,0,0,1,4.39,4,1.0095238,.152380942857143,.857142857142857
16,32,14,.5,0,0,1,6.37,2,-.9904762,.152380942857143,-1.14285714285714
16,32,15,.642857142857143,0,0,1,3.43,3,.00952380000000019,.152380942857143,-.142857142857143
16,32,16,.785714285714286,0,0,1,5.67,3,.00952380000000019,.152380942857143,-.142857142857143
16,32,17,.928571428571429,0,0,1,6.06,4,1.0095238,.152380942857143,.857142857142857
16,32,18,1.07142857142857,0,0,1,4.99,3,.00952380000000019,.152380942857143,-.142857142857143
16,32,19,1.21428571428571,0,0,1,6.14,4,1.0095238,.152380942857143,.857142857142857
16,32,20,1.35714285714286,0,0,1,5.75,5,2.0095238,.152380942857143,1.85714285714286
17,33,0,-1.5,1,1,0,6.22,4,1.0095238,-.133333342857143,1.14285714285714
17,33,1,-1.35714285714286,1,1,0,3.59,3,.00952380000000019,-.133333342857143,.142857142857143
17,33,2,-1.21428571428571,1,1,0,4.51,2,-.9904762,-.133333342857143,-.857142857142857
17,33,3,-1.07142857142857,1,1,0,5.07,2,-.9904762,-.133333342857143,-.857142857142857
17,33,4,-.928571428571429,1,1,0,4.05,2,-.9904762,-.133333342857143,-.857142857142857
17,33,5,-.785714285714286,1,1,0,4.02,2,-.9904762,-.133333342857143,-.857142857142857
17,33,6,-.642857142857143,1,1,0,4.08,3,.00952380000000019,-.133333342857143,.142857142857143
17,33,7,-.5,1,1,0,4.3,3,.00952380000000019,-.133333342857143,.142857142857143
17,33,8,-.357142857142857,1,1,0,6.05,2,-.9904762,-.133333342857143,-.857142857142857
17,33,9,-.214285714285714,1,1,0,5.31,3,.00952380000000019,-.133333342857143,.142857142857143
17,33,10,-.0714285714285714,1,1,0,3.92,4,1.0095238,-.133333342857143,1.14285714285714
17,33,11,.0714285714285714,1,1,0,6.05,4,1.0095238,-.133333342857143,1.14285714285714
17,33,12,.214285714285714,1,1,0,3.73,4,1.0095238,-.133333342857143,1.14285714285714
17,33,13,.357142857142857,1,1,0,3.3,1,-1.9904762,-.133333342857143,-1.85714285714286
17,33,14,.5,1,1,0,4.76,2,-.9904762,-.133333342857143,-.857142857142857
17,33,15,.642857142857143,1,1,0,5.42,3,.00952380000000019,-.133333342857143,.142857142857143
17,33,16,.785714285714286,1,1,0,4.77,4,1.0095238,-.133333342857143,1.14285714285714
17,33,17,.928571428571429,1,1,0,3.56,3,.00952380000000019,-.133333342857143,.142857142857143
17,33,18,1.07142857142857,1,1,0,2.03,3,.00952380000000019,-.133333342857143,.142857142857143
17,33,19,1.21428571428571,1,1,0,5.36,3,.00952380000000019,-.133333342857143,.142857142857143
17,33,20,1.35714285714286,1,1,0,3.77,3,.00952380000000019,-.133333342857143,.142857142857143
17,34,0,-1.5,0,0,1,6.16,2,-.9904762,-.228571438095238,-.761904761904762
17,34,1,-1.35714285714286,0,0,1,4.8,2,-.9904762,-.228571438095238,-.761904761904762
17,34,2,-1.21428571428571,0,0,1,6.64,5,2.0095238,-.228571438095238,2.23809523809524
17,34,3,-1.07142857142857,0,0,1,7.69,2,-.9904762,-.228571438095238,-.761904761904762
17,34,4,-.928571428571429,0,0,1,6.82,5,2.0095238,-.228571438095238,2.23809523809524
17,34,5,-.785714285714286,0,0,1,6.35,1,-1.9904762,-.228571438095238,-1.76190476190476
17,34,6,-.642857142857143,0,0,1,6.03,2,-.9904762,-.228571438095238,-.761904761904762
17,34,7,-.5,0,0,1,5.61,3,.00952380000000019,-.228571438095238,.238095238095238
17,34,8,-.357142857142857,0,0,1,7.34,4,1.0095238,-.228571438095238,1.23809523809524
17,34,9,-.214285714285714,0,0,1,6.11,3,.00952380000000019,-.228571438095238,.238095238095238
17,34,10,-.0714285714285714,0,0,1,5.38,2,-.9904762,-.228571438095238,-.761904761904762
17,34,11,.0714285714285714,0,0,1,7.07,2,-.9904762,-.228571438095238,-.761904761904762
17,34,12,.214285714285714,0,0,1,6.71,4,1.0095238,-.228571438095238,1.23809523809524
17,34,13,.357142857142857,0,0,1,5.11,3,.00952380000000019,-.228571438095238,.238095238095238
17,34,14,.5,0,0,1,6.1,2,-.9904762,-.228571438095238,-.761904761904762
17,34,15,.642857142857143,0,0,1,5.68,1,-1.9904762,-.228571438095238,-1.76190476190476
17,34,16,.785714285714286,0,0,1,6.92,2,-.9904762,-.228571438095238,-.761904761904762
17,34,17,.928571428571429,0,0,1,6.86,3,.00952380000000019,-.228571438095238,.238095238095238
17,34,18,1.07142857142857,0,0,1,7.57,3,.00952380000000019,-.228571438095238,.238095238095238
17,34,19,1.21428571428571,0,0,1,7.72,4,1.0095238,-.228571438095238,1.23809523809524
17,34,20,1.35714285714286,0,0,1,6.44,3,.00952380000000019,-.228571438095238,.238095238095238
18,35,0,-1.5,1,1,0,5.92,4,1.0095238,.152380942857143,.857142857142857
18,35,1,-1.35714285714286,1,1,0,3.97,2,-.9904762,.152380942857143,-1.14285714285714
18,35,2,-1.21428571428571,1,1,0,3,3,.00952380000000019,.152380942857143,-.142857142857143
18,35,3,-1.07142857142857,1,1,0,5.99,2,-.9904762,.152380942857143,-1.14285714285714
18,35,4,-.928571428571429,1,1,0,5.19,4,1.0095238,.152380942857143,.857142857142857
18,35,5,-.785714285714286,1,1,0,4.43,2,-.9904762,.152380942857143,-1.14285714285714
18,35,6,-.642857142857143,1,1,0,5.24,4,1.0095238,.152380942857143,.857142857142857
18,35,7,-.5,1,1,0,5.1,3,.00952380000000019,.152380942857143,-.142857142857143
18,35,8,-.357142857142857,1,1,0,3.92,1,-1.9904762,.152380942857143,-2.14285714285714
18,35,9,-.214285714285714,1,1,0,4.21,4,1.0095238,.152380942857143,.857142857142857
18,35,10,-.0714285714285714,1,1,0,4.72,3,.00952380000000019,.152380942857143,-.142857142857143
18,35,11,.0714285714285714,1,1,0,3.75,3,.00952380000000019,.152380942857143,-.142857142857143
18,35,12,.214285714285714,1,1,0,5.94,4,1.0095238,.152380942857143,.857142857142857
18,35,13,.357142857142857,1,1,0,3.72,3,.00952380000000019,.152380942857143,-.142857142857143
18,35,14,.5,1,1,0,2.48,2,-.9904762,.152380942857143,-1.14285714285714
18,35,15,.642857142857143,1,1,0,3.17,4,1.0095238,.152380942857143,.857142857142857
18,35,16,.785714285714286,1,1,0,4.61,5,2.0095238,.152380942857143,1.85714285714286
18,35,17,.928571428571429,1,1,0,5.36,3,.00952380000000019,.152380942857143,-.142857142857143
18,35,18,1.07142857142857,1,1,0,5,4,1.0095238,.152380942857143,.857142857142857
18,35,19,1.21428571428571,1,1,0,5.91,4,1.0095238,.152380942857143,.857142857142857
18,35,20,1.35714285714286,1,1,0,4.11,2,-.9904762,.152380942857143,-1.14285714285714
18,36,0,-1.5,0,0,1,4.33,3,.00952380000000019,.104761895238095,-.0952380952380952
18,36,1,-1.35714285714286,0,0,1,4.33,3,.00952380000000019,.104761895238095,-.0952380952380952
18,36,2,-1.21428571428571,0,0,1,4.96,2,-.9904762,.104761895238095,-1.0952380952381
18,36,3,-1.07142857142857,0,0,1,4.48,4,1.0095238,.104761895238095,.904761904761905
18,36,4,-.928571428571429,0,0,1,4.16,4,1.0095238,.104761895238095,.904761904761905
18,36,5,-.785714285714286,0,0,1,3.35,2,-.9904762,.104761895238095,-1.0952380952381
18,36,6,-.642857142857143,0,0,1,4.01,3,.00952380000000019,.104761895238095,-.0952380952380952
18,36,7,-.5,0,0,1,3.73,2,-.9904762,.104761895238095,-1.0952380952381
18,36,8,-.357142857142857,0,0,1,4.41,1,-1.9904762,.104761895238095,-2.0952380952381
18,36,9,-.214285714285714,0,0,1,3.75,3,.00952380000000019,.104761895238095,-.0952380952380952
18,36,10,-.0714285714285714,0,0,1,3.78,6,3.0095238,.104761895238095,2.9047619047619
18,36,11,.0714285714285714,0,0,1,5.32,3,.00952380000000019,.104761895238095,-.0952380952380952
18,36,12,.214285714285714,0,0,1,5.11,4,1.0095238,.104761895238095,.904761904761905
18,36,13,.357142857142857,0,0,1,4.69,3,.00952380000000019,.104761895238095,-.0952380952380952
18,36,14,.5,0,0,1,3.41,4,1.0095238,.104761895238095,.904761904761905
18,36,15,.642857142857143,0,0,1,4.48,4,1.0095238,.104761895238095,.904761904761905
18,36,16,.785714285714286,0,0,1,4.22,3,.00952380000000019,.104761895238095,-.0952380952380952
18,36,17,.928571428571429,0,0,1,3.67,3,.00952380000000019,.104761895238095,-.0952380952380952
18,36,18,1.07142857142857,0,0,1,4.57,3,.00952380000000019,.104761895238095,-.0952380952380952
18,36,19,1.21428571428571,0,0,1,5.1,3,.00952380000000019,.104761895238095,-.0952380952380952
18,36,20,1.35714285714286,0,0,1,3.39,2,-.9904762,.104761895238095,-1.0952380952381
19,37,0,-1.5,1,1,0,4.19,3,.00952380000000019,.00952380000000019,0
19,37,1,-1.35714285714286,1,1,0,5.82,4,1.0095238,.00952380000000019,1
19,37,2,-1.21428571428571,1,1,0,5.81,2,-.9904762,.00952380000000019,-1
19,37,3,-1.07142857142857,1,1,0,7.46,3,.00952380000000019,.00952380000000019,0
19,37,4,-.928571428571429,1,1,0,5.67,3,.00952380000000019,.00952380000000019,0
19,37,5,-.785714285714286,1,1,0,5.88,2,-.9904762,.00952380000000019,-1
19,37,6,-.642857142857143,1,1,0,5.12,2,-.9904762,.00952380000000019,-1
19,37,7,-.5,1,1,0,6.55,2,-.9904762,.00952380000000019,-1
19,37,8,-.357142857142857,1,1,0,6.37,5,2.0095238,.00952380000000019,2
19,37,9,-.214285714285714,1,1,0,4.77,3,.00952380000000019,.00952380000000019,0
19,37,10,-.0714285714285714,1,1,0,5.85,4,1.0095238,.00952380000000019,1
19,37,11,.0714285714285714,1,1,0,6.8,3,.00952380000000019,.00952380000000019,0
19,37,12,.214285714285714,1,1,0,5.7,2,-.9904762,.00952380000000019,-1
19,37,13,.357142857142857,1,1,0,6.18,2,-.9904762,.00952380000000019,-1
19,37,14,.5,1,1,0,3.96,2,-.9904762,.00952380000000019,-1
19,37,15,.642857142857143,1,1,0,4.6,4,1.0095238,.00952380000000019,1
19,37,16,.785714285714286,1,1,0,6.16,5,2.0095238,.00952380000000019,2
19,37,17,.928571428571429,1,1,0,5.14,3,.00952380000000019,.00952380000000019,0
19,37,18,1.07142857142857,1,1,0,4.96,2,-.9904762,.00952380000000019,-1
19,37,19,1.21428571428571,1,1,0,6.7,3,.00952380000000019,.00952380000000019,0
19,37,20,1.35714285714286,1,1,0,5.89,4,1.0095238,.00952380000000019,1
19,38,0,-1.5,0,0,1,6.29,4,1.0095238,.152380942857143,.857142857142857
19,38,1,-1.35714285714286,0,0,1,6.18,2,-.9904762,.152380942857143,-1.14285714285714
19,38,2,-1.21428571428571,0,0,1,5.47,2,-.9904762,.152380942857143,-1.14285714285714
19,38,3,-1.07142857142857,0,0,1,4.67,4,1.0095238,.152380942857143,.857142857142857
19,38,4,-.928571428571429,0,0,1,5.54,4,1.0095238,.152380942857143,.857142857142857
19,38,5,-.785714285714286,0,0,1,5.04,2,-.9904762,.152380942857143,-1.14285714285714
19,38,6,-.642857142857143,0,0,1,5.04,4,1.0095238,.152380942857143,.857142857142857
19,38,7,-.5,0,0,1,5.55,5,2.0095238,.152380942857143,1.85714285714286
19,38,8,-.357142857142857,0,0,1,5.03,5,2.0095238,.152380942857143,1.85714285714286
19,38,9,-.214285714285714,0,0,1,5.73,3,.00952380000000019,.152380942857143,-.142857142857143
19,38,10,-.0714285714285714,0,0,1,5.16,4,1.0095238,.152380942857143,.857142857142857
19,38,11,.0714285714285714,0,0,1,6.3,3,.00952380000000019,.152380942857143,-.142857142857143
19,38,12,.214285714285714,0,0,1,5,4,1.0095238,.152380942857143,.857142857142857
19,38,13,.357142857142857,0,0,1,5.25,2,-.9904762,.152380942857143,-1.14285714285714
19,38,14,.5,0,0,1,6.53,3,.00952380000000019,.152380942857143,-.142857142857143
19,38,15,.642857142857143,0,0,1,4.7,2,-.9904762,.152380942857143,-1.14285714285714
19,38,16,.785714285714286,0,0,1,5.11,3,.00952380000000019,.152380942857143,-.142857142857143
19,38,17,.928571428571429,0,0,1,5.32,3,.00952380000000019,.152380942857143,-.142857142857143
19,38,18,1.07142857142857,0,0,1,5.95,3,.00952380000000019,.152380942857143,-.142857142857143
19,38,19,1.21428571428571,0,0,1,3.9,3,.00952380000000019,.152380942857143,-.142857142857143
19,38,20,1.35714285714286,0,0,1,5.29,1,-1.9904762,.152380942857143,-2.14285714285714
20,39,0,-1.5,1,1,0,5.83,2,-.9904762,.0571428476190478,-1.04761904761905
20,39,1,-1.35714285714286,1,1,0,4.84,2,-.9904762,.0571428476190478,-1.04761904761905
20,39,2,-1.21428571428571,1,1,0,5.64,3,.00952380000000019,.0571428476190478,-.0476190476190476
20,39,3,-1.07142857142857,1,1,0,5.35,2,-.9904762,.0571428476190478,-1.04761904761905
20,39,4,-.928571428571429,1,1,0,5.01,3,.00952380000000019,.0571428476190478,-.0476190476190476
20,39,5,-.785714285714286,1,1,0,4.26,2,-.9904762,.0571428476190478,-1.04761904761905
20,39,6,-.642857142857143,1,1,0,4.57,4,1.0095238,.0571428476190478,.952380952380952
20,39,7,-.5,1,1,0,4.4,3,.00952380000000019,.0571428476190478,-.0476190476190476
20,39,8,-.357142857142857,1,1,0,5.33,3,.00952380000000019,.0571428476190478,-.0476190476190476
20,39,9,-.214285714285714,1,1,0,6.46,5,2.0095238,.0571428476190478,1.95238095238095
20,39,10,-.0714285714285714,1,1,0,5.16,4,1.0095238,.0571428476190478,.952380952380952
20,39,11,.0714285714285714,1,1,0,5.54,4,1.0095238,.0571428476190478,.952380952380952
20,39,12,.214285714285714,1,1,0,5.09,3,.00952380000000019,.0571428476190478,-.0476190476190476
20,39,13,.357142857142857,1,1,0,4.82,3,.00952380000000019,.0571428476190478,-.0476190476190476
20,39,14,.5,1,1,0,6.77,3,.00952380000000019,.0571428476190478,-.0476190476190476
20,39,15,.642857142857143,1,1,0,6.89,3,.00952380000000019,.0571428476190478,-.0476190476190476
20,39,16,.785714285714286,1,1,0,4.59,4,1.0095238,.0571428476190478,.952380952380952
20,39,17,.928571428571429,1,1,0,5.13,3,.00952380000000019,.0571428476190478,-.0476190476190476
20,39,18,1.07142857142857,1,1,0,6.23,4,1.0095238,.0571428476190478,.952380952380952
20,39,19,1.21428571428571,1,1,0,6.22,1,-1.9904762,.0571428476190478,-2.04761904761905
20,39,20,1.35714285714286,1,1,0,7.05,3,.00952380000000019,.0571428476190478,-.0476190476190476
20,40,0,-1.5,0,0,1,6.23,2,-.9904762,.199999990476191,-1.19047619047619
20,40,1,-1.35714285714286,0,0,1,6.83,4,1.0095238,.199999990476191,.80952380952381
20,40,2,-1.21428571428571,0,0,1,5.6,2,-.9904762,.199999990476191,-1.19047619047619
20,40,3,-1.07142857142857,0,0,1,7.26,4,1.0095238,.199999990476191,.80952380952381
20,40,4,-.928571428571429,0,0,1,7.4,3,.00952380000000019,.199999990476191,-.19047619047619
20,40,5,-.785714285714286,0,0,1,6.29,3,.00952380000000019,.199999990476191,-.19047619047619
20,40,6,-.642857142857143,0,0,1,5.84,2,-.9904762,.199999990476191,-1.19047619047619
20,40,7,-.5,0,0,1,7.98,3,.00952380000000019,.199999990476191,-.19047619047619
20,40,8,-.357142857142857,0,0,1,6.99,3,.00952380000000019,.199999990476191,-.19047619047619
20,40,9,-.214285714285714,0,0,1,6.63,3,.00952380000000019,.199999990476191,-.19047619047619
20,40,10,-.0714285714285714,0,0,1,7.56,4,1.0095238,.199999990476191,.80952380952381
20,40,11,.0714285714285714,0,0,1,7.35,3,.00952380000000019,.199999990476191,-.19047619047619
20,40,12,.214285714285714,0,0,1,6.25,5,2.0095238,.199999990476191,1.80952380952381
20,40,13,.357142857142857,0,0,1,6,5,2.0095238,.199999990476191,1.80952380952381
20,40,14,.5,0,0,1,6.25,4,1.0095238,.199999990476191,.80952380952381
20,40,15,.642857142857143,0,0,1,7.31,2,-.9904762,.199999990476191,-1.19047619047619
20,40,16,.785714285714286,0,0,1,4.92,1,-1.9904762,.199999990476191,-2.19047619047619
20,40,17,.928571428571429,0,0,1,6.34,3,.00952380000000019,.199999990476191,-.19047619047619
20,40,18,1.07142857142857,0,0,1,5.86,5,2.0095238,.199999990476191,1.80952380952381
20,40,19,1.21428571428571,0,0,1,5.55,2,-.9904762,.199999990476191,-1.19047619047619
20,40,20,1.35714285714286,0,0,1,5.37,4,1.0095238,.199999990476191,.80952380952381
21,41,0,-1.5,1,1,0,4.92,3,.00952380000000019,-.18095239047619,.19047619047619
21,41,1,-1.35714285714286,1,1,0,4.93,3,.00952380000000019,-.18095239047619,.19047619047619
21,41,2,-1.21428571428571,1,1,0,3.91,2,-.9904762,-.18095239047619,-.80952380952381
21,41,3,-1.07142857142857,1,1,0,5.72,2,-.9904762,-.18095239047619,-.80952380952381
21,41,4,-.928571428571429,1,1,0,2.37,2,-.9904762,-.18095239047619,-.80952380952381
21,41,5,-.785714285714286,1,1,0,3.82,4,1.0095238,-.18095239047619,1.19047619047619
21,41,6,-.642857142857143,1,1,0,5.1,2,-.9904762,-.18095239047619,-.80952380952381
21,41,7,-.5,1,1,0,4.34,2,-.9904762,-.18095239047619,-.80952380952381
21,41,8,-.357142857142857,1,1,0,4.63,3,.00952380000000019,-.18095239047619,.19047619047619
21,41,9,-.214285714285714,1,1,0,5.23,3,.00952380000000019,-.18095239047619,.19047619047619
21,41,10,-.0714285714285714,1,1,0,4.25,4,1.0095238,-.18095239047619,1.19047619047619
21,41,11,.0714285714285714,1,1,0,4.6,3,.00952380000000019,-.18095239047619,.19047619047619
21,41,12,.214285714285714,1,1,0,5.18,2,-.9904762,-.18095239047619,-.80952380952381
21,41,13,.357142857142857,1,1,0,1.97,3,.00952380000000019,-.18095239047619,.19047619047619
21,41,14,.5,1,1,0,1.38,4,1.0095238,-.18095239047619,1.19047619047619
21,41,15,.642857142857143,1,1,0,4.22,3,.00952380000000019,-.18095239047619,.19047619047619
21,41,16,.785714285714286,1,1,0,4.86,3,.00952380000000019,-.18095239047619,.19047619047619
21,41,17,.928571428571429,1,1,0,5.48,4,1.0095238,-.18095239047619,1.19047619047619
21,41,18,1.07142857142857,1,1,0,3.59,3,.00952380000000019,-.18095239047619,.19047619047619
21,41,19,1.21428571428571,1,1,0,3.97,2,-.9904762,-.18095239047619,-.80952380952381
21,41,20,1.35714285714286,1,1,0,5.14,2,-.9904762,-.18095239047619,-.80952380952381
21,42,0,-1.5,0,0,1,4.56,4,1.0095238,-.18095239047619,1.19047619047619
21,42,1,-1.35714285714286,0,0,1,2.64,3,.00952380000000019,-.18095239047619,.19047619047619
21,42,2,-1.21428571428571,0,0,1,4.35,4,1.0095238,-.18095239047619,1.19047619047619
21,42,3,-1.07142857142857,0,0,1,5.74,5,2.0095238,-.18095239047619,2.19047619047619
21,42,4,-.928571428571429,0,0,1,4.3,3,.00952380000000019,-.18095239047619,.19047619047619
21,42,5,-.785714285714286,0,0,1,2.85,4,1.0095238,-.18095239047619,1.19047619047619
21,42,6,-.642857142857143,0,0,1,3.81,2,-.9904762,-.18095239047619,-.80952380952381
21,42,7,-.5,0,0,1,5.55,3,.00952380000000019,-.18095239047619,.19047619047619
21,42,8,-.357142857142857,0,0,1,3.49,2,-.9904762,-.18095239047619,-.80952380952381
21,42,9,-.214285714285714,0,0,1,4.57,1,-1.9904762,-.18095239047619,-1.80952380952381
21,42,10,-.0714285714285714,0,0,1,4.17,4,1.0095238,-.18095239047619,1.19047619047619
21,42,11,.0714285714285714,0,0,1,4.22,4,1.0095238,-.18095239047619,1.19047619047619
21,42,12,.214285714285714,0,0,1,3.59,2,-.9904762,-.18095239047619,-.80952380952381
21,42,13,.357142857142857,0,0,1,3.38,2,-.9904762,-.18095239047619,-.80952380952381
21,42,14,.5,0,0,1,3.61,2,-.9904762,-.18095239047619,-.80952380952381
21,42,15,.642857142857143,0,0,1,4.3,2,-.9904762,-.18095239047619,-.80952380952381
21,42,16,.785714285714286,0,0,1,4.02,1,-1.9904762,-.18095239047619,-1.80952380952381
21,42,17,.928571428571429,0,0,1,4.43,2,-.9904762,-.18095239047619,-.80952380952381
21,42,18,1.07142857142857,0,0,1,4.74,3,.00952380000000019,-.18095239047619,.19047619047619
21,42,19,1.21428571428571,0,0,1,3.93,2,-.9904762,-.18095239047619,-.80952380952381
21,42,20,1.35714285714286,0,0,1,3.47,4,1.0095238,-.18095239047619,1.19047619047619
22,43,0,-1.5,1,1,0,5.07,4,1.0095238,-.18095239047619,1.19047619047619
22,43,1,-1.35714285714286,1,1,0,6.73,3,.00952380000000019,-.18095239047619,.19047619047619
22,43,2,-1.21428571428571,1,1,0,4.7,1,-1.9904762,-.18095239047619,-1.80952380952381
22,43,3,-1.07142857142857,1,1,0,4.39,2,-.9904762,-.18095239047619,-.80952380952381
22,43,4,-.928571428571429,1,1,0,6.38,4,1.0095238,-.18095239047619,1.19047619047619
22,43,5,-.785714285714286,1,1,0,6.17,3,.00952380000000019,-.18095239047619,.19047619047619
22,43,6,-.642857142857143,1,1,0,6.51,4,1.0095238,-.18095239047619,1.19047619047619
22,43,7,-.5,1,1,0,6,3,.00952380000000019,-.18095239047619,.19047619047619
22,43,8,-.357142857142857,1,1,0,5.82,4,1.0095238,-.18095239047619,1.19047619047619
22,43,9,-.214285714285714,1,1,0,3.98,3,.00952380000000019,-.18095239047619,.19047619047619
22,43,10,-.0714285714285714,1,1,0,5.17,3,.00952380000000019,-.18095239047619,.19047619047619
